name,state,date_start,date_end,project_id,department_id,structure_id,hrbp_user_id,approval_type_id,payslip_publish_option,division_department_id,company_department_id,project_policy_id,year_of_tax_finalization,income_type,payslip_month,payslip_year
06.2022 - Payroll RHI QUANG NGAI 2,approved,2022-06-01,2022-06-30,2333,126.0,275.0,8455.0,,manual,13.0,,,,monthly_salary,6,2022
BP Castrol_Bảng lương 06.2022,approved,2022-06-01,2022-06-30,765,97.0,268.0,535.0,,manual,13.0,,,,monthly_salary,6,2022
07.2022 - Payroll ZUELLIG PHARMA,approved,2022-07-01,2022-07-31,672,126.0,240.0,238.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022 - AKZO COATINGS,approved,2022-08-01,2022-08-31,725,125.0,30.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
BẢNG LƯƠNG UIP (NSX) 06.2022,approved,2022-06-01,2022-06-30,769,97.0,267.0,535.0,,manual,13.0,,,,monthly_salary,6,2022
Bảng lương tháng 8/2022 - Vilube,approved,2022-07-26,2022-08-25,711,126.0,8.0,245.0,,manual,13.0,,,,monthly_salary,8,2022
03.2022 - PAYROLL BÌNH MINH,approved,2022-03-01,2022-03-31,777,97.0,219.0,8455.0,,manual,13.0,,,,monthly_salary,3,2022
07.2022-BASF-Payroll,approved,2022-07-01,2022-07-31,675,125.0,58.0,195.0,,manual,14.0,11.0,1043.0,,monthly_salary,7,2022
TOPSOLVENT HAI PHONG - BANG LUONG 07.2022,approved,2022-06-21,2022-07-20,752,126.0,5.0,243.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022 - ,approved,2022-06-23,2022-07-22,695,126.0,20.0,9558.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022_Payroll Maersk DC2,approved,2022-06-21,2022-07-20,741,126.0,54.0,197.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022 - Payroll DKSH AT TRANSPORT,approved,2022-06-23,2022-07-22,2220,126.0,24.0,9558.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022_Payroll Maesrk DC1,approved,2022-07-01,2022-07-31,740,126.0,53.0,197.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022 - Payroll RHI QUANG NGAI,approved,2022-06-25,2022-07-24,756,126.0,195.0,8455.0,,manual,13.0,,,,monthly_salary,7,2022
08.2022 - AKZO NOBEL COATINGS,approved,2022-07-26,2022-08-25,725,125.0,30.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
07.2022_Payroll Maersk DC1.1,approved,2022-06-21,2022-07-20,2280,126.0,265.0,9311.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022_Payroll Maersk DC3,approved,2022-06-21,2022-07-20,1971,126.0,55.0,197.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022_Payroll Maersk DC5,approved,2022-06-21,2022-07-20,2184,126.0,57.0,9311.0,,manual,13.0,,,,monthly_salary,7,2022
06.2022-MNL IT-PAYROLL,approved,2022-06-01,2022-06-30,2151,125.0,209.0,195.0,,manual,14.0,,,,monthly_salary,6,2022
07.2022 - Payroll HAI LONG,approved,2022-06-23,2022-07-23,2235,126.0,25.0,9558.0,,manual,13.0,,,,monthly_salary,7,2022
Bảng lương kiểm thử VILUBE 8/2022,draft,2022-07-21,2022-08-20,711,126.0,8.0,245.0,6.0,manual,13.0,11.0,1119.0,,testing_payroll,8,2022
BẢNG LƯƠNG FIRST SOLAR 01.2022 (Lầ 2),approved,2022-01-01,2022-01-31,779,97.0,211.0,208.0,,manual,13.0,,,,monthly_salary,1,2022
DKSH VN - BANG LUONG 07.2022,approved,2022-06-23,2022-07-22,694,126.0,22.0,243.0,,manual,13.0,,,,monthly_salary,7,2022
BV OUTSOURCING - BANG LUONG 07.2022,approved,2022-06-21,2022-07-20,686,126.0,59.0,243.0,,manual,13.0,,,,monthly_salary,7,2022
BẢNG LƯƠNG ACFC 06.2022 (Bổ sung),approved,2022-06-01,2022-06-30,770,97.0,216.0,208.0,,manual,13.0,,,,monthly_salary,6,2022
07.2022 - ROSNEFT,approved,2022-07-01,2022-07-31,708,125.0,250.0,229.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 - BSI,approved,2022-07-01,2022-07-31,727,125.0,245.0,229.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 - DRAKA,approved,2022-07-01,2022-07-31,691,125.0,246.0,229.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 - AVERY DENNISION (AD),approved,2022-07-01,2022-07-31,712,125.0,244.0,229.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 - SHISEIDO,approved,2022-07-01,2022-07-31,761,125.0,257.0,229.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 - Fuji Film (CTV),approved,2022-07-01,2022-07-31,736,125.0,236.0,229.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022-COLGATE HCM-Payroll,approved,2022-07-01,2022-07-31,713,125.0,10.0,195.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022-PPG YUNG CHI-Payroll,approved,2022-07-01,2022-07-31,676,125.0,260.0,195.0,,manual,14.0,,,,monthly_salary,7,2022
Unilever_Bảng lương 07.2022,approved,2022-07-01,2022-07-31,780,97.0,231.0,535.0,,manual,13.0,,,,monthly_salary,7,2022
Payroll tháng 5/2022 - RHI Quảng Ngãi,approved,2022-05-01,2022-05-31,756,126.0,195.0,8455.0,,manual,13.0,,,,monthly_salary,5,2022
07.2022_Payroll Maersk DC4,approved,2022-06-21,2022-07-20,1972,126.0,56.0,9311.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022-Coca Cola-Payroll,approved,2022-07-01,2022-07-31,2326,108.0,276.0,195.0,,manual,20.0,,,,monthly_salary,7,2022
07.2022 - NAM GIANG,approved,2022-07-01,2022-07-31,1826,125.0,248.0,229.0,,manual,14.0,,,,monthly_salary,7,2022
GSK CAT LAI_Bảng lương tháng 07.2022,approved,2022-07-01,2022-07-31,2262,97.0,223.0,9141.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022-UNILEVER-Payroll,approved,2022-07-01,2022-07-31,2159,125.0,197.0,195.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 Thép Nhà Bè - Payroll,approved,2022-07-01,2022-07-31,1976,126.0,196.0,195.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022 - BRENNTAG,approved,2022-07-01,2022-07-31,728,125.0,237.0,229.0,,manual,14.0,,,,monthly_salary,7,2022
06.2022 - Vilube Payroll bs Trần Anh Kiệt,approved,2022-05-26,2022-06-25,711,126.0,8.0,245.0,,manual,13.0,,,,monthly_salary,6,2022
07.2022 - KONGSBERG,approved,2022-07-01,2022-07-31,763,125.0,247.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 - Payroll RHI HAI DUONG,approved,2022-07-01,2022-07-31,755,126.0,193.0,8455.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022 - ARITCO,approved,2022-07-01,2022-07-31,759,125.0,241.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
Bảng lương FIRST SOLAR 07.2022,approved,2022-07-01,2022-07-31,779,97.0,211.0,208.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022 - KING JIM,approved,2022-06-26,2022-07-25,722,103.0,258.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 - SONION DRIVER,approved,2022-07-01,2022-07-31,1966,125.0,254.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 - SONION HCM,approved,2022-07-01,2022-07-31,685,125.0,255.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
ACV Bắc Ninh_Bảng lương 07.2022,approved,2022-07-01,2022-07-31,2155,97.0,213.0,535.0,,manual,13.0,11.0,,2022.0,monthly_salary,7,2022
BẢNG LƯƠNG FIRST SOLAR 02.2022,approved,2022-02-01,2022-02-28,779,97.0,211.0,208.0,,manual,13.0,,,,monthly_salary,2,2022
07.2022 - AKZO DRIVER,approved,2022-07-01,2022-07-31,2134,125.0,28.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 - AKZO HQ,approved,2022-07-01,2022-07-31,758,125.0,29.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 - AKZO NORTH,approved,2022-06-26,2022-07-25,735,125.0,38.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 - AKZO NOBEL CS,approved,2022-06-26,2022-07-25,701,125.0,34.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
Bảng lương Tháng 02/2022_MAERSK DC5,approved,2022-02-01,2022-02-28,2184,126.0,57.0,9311.0,,manual,13.0,,,,monthly_salary,2,2022
Bảng lương RHI QUANG NGAI 11/2022,approved,2022-10-25,2022-11-24,756,126.0,195.0,8455.0,,manual,13.0,11.0,,,monthly_salary,11,2022
BẢNG LƯƠNG BAT VINH LOC 02.2022,approved,2022-02-01,2022-02-28,772,97.0,218.0,243.0,,manual,13.0,,,,monthly_salary,2,2022
03.2022_ BANG LUONG MAERSK DC5,approved,2022-02-21,2022-03-20,2184,126.0,57.0,9311.0,,manual,13.0,,,,monthly_salary,3,2022
BANG LUONG VILUBE_02 2022,approved,2022-01-21,2022-02-20,711,126.0,8.0,245.0,,manual,13.0,,,,monthly_salary,2,2022
KONGSBERG. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,763,125.0,247.0,275.0,,manual,14.0,,,,monthly_salary,3,2022
HANWHA LIFE. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,693,125.0,9.0,229.0,,manual,14.0,,,,monthly_salary,3,2022
NAM GIANG. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,1826,125.0,248.0,229.0,,manual,14.0,,,,monthly_salary,3,2022
BP Castrol_Bảng lương 05.2022,approved,2022-05-01,2022-05-31,765,97.0,268.0,535.0,,manual,13.0,,,,monthly_salary,5,2022
BẢNG LƯƠNG BAT VINH LOC 03.2022,approved,2022-03-01,2022-03-31,772,97.0,218.0,243.0,,manual,13.0,,,,monthly_salary,3,2022
07.2022 - AKZO FLEMINGTON,approved,2022-06-26,2022-07-25,753,125.0,32.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
Bảng lương dự án FOXCONN 07.2022,approved,2022-07-01,2022-07-31,774,97.0,222.0,208.0,,manual,13.0,,,,monthly_salary,7,2022
Bảng lương UAT ACB (TC2-1),approved,2023-09-01,2023-09-30,691,125.0,246.0,243.0,7.0,manual,14.0,11.0,1005.0,2023.0,monthly_salary,9,2023
PPG YUNGCHI. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,676,125.0,260.0,195.0,,manual,14.0,,,,monthly_salary,3,2022
BAT VL - BANG LUONG 07.2022,approved,2022-07-01,2022-07-31,772,97.0,218.0,243.0,,manual,13.0,,,,monthly_salary,7,2022
Payroll tháng 5/2022 - Zuellig Pharma,approved,2022-05-01,2022-05-31,672,126.0,240.0,238.0,,manual,13.0,,,,monthly_salary,5,2022
PROMINENT. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,683,125.0,249.0,229.0,,manual,14.0,,,,monthly_salary,3,2022
SCHENKER NORTH. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,2241,125.0,253.0,275.0,,manual,14.0,,,,monthly_salary,3,2022
SCHENKER. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,1831,125.0,251.0,275.0,,manual,14.0,,,,monthly_salary,3,2022
SHISEIDO. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,761,125.0,257.0,229.0,,manual,14.0,,,,monthly_salary,3,2022
SONION DRIVER. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,1966,125.0,254.0,275.0,,manual,14.0,,,,monthly_salary,3,2022
SONION HCM. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,685,125.0,255.0,275.0,,manual,14.0,,,,monthly_salary,3,2022
VOLCAFE. Bang luong thang 03.2022,approved,2022-02-21,2022-03-20,760,125.0,45.0,195.0,,manual,14.0,,,,monthly_salary,3,2022
ZUELLIG PHARMA. Bang luong thang 02.2022,approved,2022-02-01,2022-02-28,672,126.0,240.0,238.0,,manual,13.0,,,,monthly_salary,2,2022
Unilever_Bảng lương 08.2022,approved,2022-08-01,2022-08-31,780,97.0,231.0,535.0,,manual,13.0,,,,monthly_salary,8,2022
Schenker Logistics North. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,2286,103.0,266.0,275.0,,manual,14.0,,,,monthly_salary,3,2022
BẢNG LƯƠNG BAT VINH LOC 01.2022,approved,2022-01-01,2022-01-31,772,97.0,218.0,243.0,,manual,13.0,,,,monthly_salary,1,2022
07.2022 - SCHENKER LOGISTIC NORTH,approved,2022-07-01,2022-07-31,2286,103.0,266.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
DKSH HECA - BANG LUONG THANG 03.2022,approved,2022-02-23,2022-03-22,696,126.0,23.0,243.0,,manual,13.0,,,,monthly_salary,3,2022
Bảng lương UAT ACB (TC2-3),approved,2023-09-01,2023-09-30,749,126.0,238.0,8455.0,7.0,un_pub,13.0,11.0,1131.0,2023.0,monthly_salary,9,2023
08.2022-Payroll-MBS,approved,2022-08-01,2022-08-31,1975,125.0,62.0,195.0,,manual,14.0,,,,monthly_salary,8,2022
07.2022 - FCV NA ADMIN,approved,2022-07-01,2022-07-31,783,103.0,198.0,229.0,,manual,14.0,,,,monthly_salary,7,2022
HEINEKEN HCM_PAYROLL T07.2022,approved,2022-07-01,2022-07-31,1872,97.0,212.0,222.0,,manual,13.0,,,2022.0,monthly_salary,7,2022
BV SUPPORTER - BANG LUONG 06.2022,approved,2022-05-21,2022-06-20,687,126.0,61.0,243.0,,manual,13.0,,,,monthly_salary,6,2022
TOPSOLVENT GO DAU - BANG LUONG THANG 08.2022,approved,2022-07-21,2022-08-20,697,126.0,6.0,243.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022-Payroll- PPG VN,approved,2022-08-01,2022-08-31,731,125.0,46.0,195.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022-Payroll- PPG YUNG CHI,approved,2022-08-01,2022-08-31,676,125.0,260.0,195.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - Payroll RHI HUNG YEN,approved,2022-07-25,2022-08-24,1962,126.0,194.0,195.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022 - Payroll RHI HA TINH,approved,2022-08-01,2022-08-31,2149,126.0,192.0,195.0,,manual,13.0,,,,monthly_salary,8,2022
Bảng lương kiểm thử VILUBE 11/2022,pending,2022-10-21,2022-11-20,711,126.0,8.0,245.0,7.0,manual,13.0,11.0,1119.0,,testing_payroll,11,2022
Bảng lương kiểm thử VILUBE 11/2022,pending,2022-10-21,2022-11-20,711,126.0,8.0,245.0,5.0,manual,13.0,11.0,1119.0,,testing_payroll,11,2022
P&G Đồng An_Payroll T07.2022_CT,approved,2022-07-01,2022-07-31,751,97.0,228.0,222.0,,manual,13.0,,,,monthly_salary,7,2022
04.2022_BANG LUONG MAERSK DC5,approved,2022-03-21,2022-04-20,2184,126.0,57.0,9311.0,,manual,13.0,,,,monthly_salary,4,2022
DKSH HECA - BANG LUONG 04.2022,approved,2022-03-23,2022-04-22,696,126.0,23.0,243.0,,manual,13.0,,,,monthly_salary,4,2022
06.2022_BANG LUONG MAERSK DC5,approved,2022-05-21,2022-06-20,2184,126.0,57.0,9311.0,,manual,13.0,,,,monthly_salary,6,2022
Bảng lương EISAI tháng 07.2022,approved,2022-07-01,2022-07-31,2300,97.0,274.0,9141.0,,manual,13.0,,,,monthly_salary,7,2022
08.2022-Payroll- Itochu Power,approved,2022-08-01,2022-08-31,734,125.0,48.0,195.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022-Payroll-Itochu VP,approved,2022-08-01,2022-08-31,681,125.0,49.0,195.0,,manual,14.0,,,,monthly_salary,8,2022
Bảng lương tháng 08/2022 - HAILONG,approved,2022-07-23,2022-08-22,2235,126.0,25.0,9558.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022-Payroll-Coca Cola,approved,2022-08-01,2022-08-31,2326,108.0,276.0,195.0,,manual,20.0,,,,monthly_salary,8,2022
Bảng lương tháng 08/2022 - DKSH VSIP,approved,2022-07-23,2022-08-22,695,126.0,20.0,9558.0,,manual,13.0,,,,monthly_salary,8,2022
DKSH VN - BANG LUONG THANG 08.2022,approved,2022-07-23,2022-08-22,694,126.0,22.0,243.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022-Payroll-MNL IT,approved,2022-08-01,2022-08-31,2151,125.0,209.0,195.0,,manual,14.0,,,,monthly_salary,8,2022
Bảng lương tháng 08/2022 - DKSH OFFICER,approved,2022-07-23,2022-08-22,2266,126.0,21.0,9558.0,,manual,13.0,,,,monthly_salary,8,2022
DKSH HECA - BANG LUONG THANG 08.2022,approved,2022-07-23,2022-08-22,696,126.0,23.0,243.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022-Payroll-Colgate HCM,approved,2022-08-01,2022-08-31,713,125.0,10.0,195.0,,manual,14.0,,,,monthly_salary,8,2022
Vilube 3/2023,approved,2023-02-21,2023-03-20,711,126.0,8.0,245.0,7.0,manual,13.0,11.0,1119.0,2023.0,monthly_salary,3,2023
Payroll T03.2022,approved,2022-02-23,2022-03-22,771,97.0,220.0,215.0,,manual,13.0,,,2022.0,monthly_salary,3,2022
06.2022 - ARITCO,approved,2022-06-01,2022-06-30,759,125.0,241.0,275.0,,manual,14.0,,,,monthly_salary,6,2022
SAPHARCO - BANG LUONG THANG 07.2022 BO SUNG,approved,2022-07-01,2022-07-31,749,126.0,238.0,8455.0,,manual,13.0,,,,monthly_salary,7,2022
BANG LUONG MAERSK DC2_02 2022,approved,2022-01-21,2022-02-20,741,126.0,54.0,197.0,,manual,13.0,,,,monthly_salary,2,2022
Payroll T08.2022,approved,2022-07-23,2022-08-22,771,97.0,220.0,215.0,,manual,13.0,,,2022.0,monthly_salary,8,2022
08.2022 PAYROLL MAERSK DC1,approved,2022-07-21,2022-08-20,740,126.0,53.0,197.0,,manual,13.0,,,,monthly_salary,8,2022
BV SUBCONTRACT - BANG LUONG THANG 08.2022.,approved,2022-07-21,2022-08-20,688,126.0,60.0,243.0,,manual,13.0,,,,monthly_salary,8,2022
SONION DRIVER. Bang luong thang 02.2022,approved,2022-02-01,2022-02-28,1966,125.0,254.0,275.0,,manual,14.0,,,,monthly_salary,2,2022
08.2022 PAYROLL MAERSK DC1.1,approved,2022-07-21,2022-08-20,2280,126.0,265.0,9311.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022 PAYROLL MAERSK DC3,approved,2022-07-21,2022-08-20,1971,126.0,55.0,197.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022 PAYROLL MAERSK DC4,approved,2022-07-21,2022-08-20,1972,126.0,56.0,9311.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022 PAYROLL MAERSK DC5,approved,2022-07-21,2022-08-20,2184,126.0,57.0,9311.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022 PAYROLL MAERSK DC2-AMZ,approved,2022-07-21,2022-08-20,741,126.0,54.0,197.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022 - FCV ARAS,approved,2022-07-25,2022-08-24,814,103.0,203.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - BROTHER,approved,2022-08-01,2022-08-31,732,125.0,3.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
AMWAY 7/2022,approved,2022-06-21,2022-07-20,788,103.0,208.0,275.0,,manual,14.0,11.0,,2022.0,testing_payroll,7,2022
PG DONG AN TV 09/2022,draft,2022-09-01,2022-09-30,751,97.0,273.0,197.0,,manual,13.0,11.0,,2023.0,monthly_salary,9,2022
08.2022 - SONION HCM,approved,2022-08-01,2022-08-31,685,125.0,255.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - BSI,approved,2022-08-01,2022-08-31,727,125.0,245.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
03.2022 - FCV CRM,approved,2022-03-01,2022-03-31,810,103.0,204.0,229.0,,manual,14.0,,,,monthly_salary,3,2022
03.2022 - FCV ACTIVATION,approved,2022-03-01,2022-03-31,2156,108.0,206.0,229.0,,manual,20.0,,,,monthly_salary,3,2022
03.2022_ BANG LUONG MAERSK DC1,approved,2022-02-21,2022-03-20,740,126.0,53.0,197.0,,manual,13.0,,,,monthly_salary,3,2022
08.2022 - AVERY DENNISION (AD),approved,2022-08-01,2022-08-31,712,125.0,244.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - SONION DRIVER,approved,2022-08-01,2022-08-31,1966,125.0,254.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - NAM GIANG,approved,2022-08-01,2022-08-31,1826,125.0,248.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - PROMINENT (VNPAL),approved,2022-08-01,2022-08-31,683,125.0,249.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
07.2022 - PROMINENT (VN PAL),approved,2022-07-01,2022-07-31,683,125.0,249.0,229.0,,manual,14.0,,,,monthly_salary,7,2022
08.2022 - Fuji Film,approved,2022-08-01,2022-08-31,1963,125.0,235.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - TUV,approved,2022-08-01,2022-08-31,692,125.0,7.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
Bảng lương EISAI tháng 08.2022,approved,2022-08-01,2022-08-31,2300,97.0,274.0,9141.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022 - KONGSBERG,approved,2022-08-01,2022-08-31,763,125.0,247.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - ARITCO,approved,2022-08-01,2022-08-31,759,125.0,241.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - KING JIM,approved,2022-07-26,2022-08-25,722,103.0,258.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
Test,pending,2023-04-01,2023-04-30,777,97.0,219.0,8455.0,7.0,manual,13.0,11.0,1107.0,2023.0,monthly_salary,4,2023
BINH MINH 03.2023,approved,2023-05-01,2023-05-31,777,97.0,219.0,197.0,7.0,manual,13.0,11.0,1107.0,2023.0,monthly_salary,5,2023
08.2022 - SHISEIDO,approved,2022-08-01,2022-08-31,761,125.0,257.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - AKZO NOBEL CS,approved,2022-07-26,2022-08-25,701,125.0,34.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
PROMINENT. Bang luong thang 01.2022,approved,2022-01-01,2022-01-31,683,125.0,249.0,229.0,,manual,14.0,,,,monthly_salary,1,2022
FujiFilm CTV. bang luong thang 03.2022,approved,2022-03-01,2022-03-31,736,125.0,236.0,229.0,,manual,14.0,,,,monthly_salary,3,2022
08.2022 - AKZO NOBEL HQ,approved,2022-08-01,2022-08-31,758,125.0,29.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - AKZO NOBEL DRIVER,approved,2022-08-01,2022-08-31,2134,125.0,28.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - CompAsia,approved,2022-08-01,2022-08-31,2263,103.0,202.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - AKZO NOBEL FLEMINGTON,approved,2022-07-26,2022-08-25,753,125.0,32.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - BRENNTAG,approved,2022-08-01,2022-08-31,728,125.0,237.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - AKZO NOBEL NORTH,approved,2022-07-26,2022-08-25,735,125.0,38.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
01.2022 - Amway Rep,approved,2022-01-01,2022-01-31,789,103.0,207.0,275.0,,manual,14.0,,,2022.0,monthly_salary,1,2022
08.2022 - FCV CRM,approved,2022-08-01,2022-08-31,810,103.0,204.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
07.2022 - Amway Rep,approved,2022-07-01,2022-07-31,789,103.0,207.0,275.0,,manual,14.0,11.0,,2022.0,monthly_salary,7,2022
08.2022 - SCHENKER NORTH,approved,2022-08-01,2022-08-31,2241,125.0,253.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
07.2022 - FCV CRM,approved,2022-07-01,2022-07-31,810,103.0,204.0,229.0,,manual,14.0,,,,monthly_salary,7,2022
07.2022 - PAYROLL BÌNH MINH,approved,2022-07-01,2022-07-31,777,97.0,219.0,8455.0,,manual,13.0,,,,monthly_salary,7,2022
08.2022 - Amway - rep,approved,2022-08-01,2022-08-31,789,103.0,207.0,275.0,,manual,14.0,,,2022.0,testing_payroll,8,2022
BP Production_Bảng lương 01.2022,approved,2022-01-01,2022-01-31,765,97.0,268.0,535.0,,manual,13.0,,,,monthly_salary,1,2022
PPG VN - BẢNG LƯƠNG THÁNG 02.2022,approved,2022-02-01,2022-02-28,731,125.0,46.0,195.0,,manual,14.0,,,,monthly_salary,2,2022
BP CASTROL_BẢNG LƯƠNG 03.2022,approved,2022-03-01,2022-03-31,765,97.0,268.0,535.0,,manual,13.0,,,,monthly_salary,3,2022
02.2022 - Amway Rep,approved,2022-02-01,2022-02-28,789,103.0,207.0,275.0,,manual,14.0,,,2022.0,monthly_salary,2,2022
03.2022 - Amway Rep,approved,2022-03-01,2022-03-31,789,103.0,207.0,275.0,,manual,14.0,,,2022.0,monthly_salary,3,2022
03.2022_ BANG LUONG MAERSK DC4,approved,2022-02-21,2022-03-20,1972,126.0,56.0,9311.0,,manual,13.0,,,,monthly_salary,3,2022
07.2022-PPG VN-Payroll,approved,2022-07-01,2022-07-31,731,125.0,46.0,195.0,,manual,14.0,,,,monthly_salary,7,2022
05.2022 - Amway Rep,approved,2022-05-01,2022-05-31,789,103.0,207.0,275.0,,manual,14.0,,,2022.0,monthly_salary,5,2022
08.2022 - ROSNEFT,approved,2022-08-01,2022-08-31,708,125.0,250.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - Fuji Film (CTV),approved,2022-08-01,2022-08-31,736,125.0,236.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
Bảng lương GSK CAT LAI tháng 08.2022,approved,2022-08-01,2022-08-31,2262,97.0,223.0,9141.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022 - FCV NA ADMIN,approved,2022-08-01,2022-08-31,783,103.0,198.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - FCV NA CL,approved,2022-08-01,2022-08-31,784,103.0,199.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
SYNAGIE_PAYROLL T08.2022,approved,2022-08-01,2022-08-31,2273,97.0,234.0,222.0,,manual,13.0,,,,monthly_salary,8,2022
Shell_Bảng lương 01.2022,approved,2021-12-24,2022-01-23,764,97.0,229.0,535.0,,manual,13.0,,,,monthly_salary,1,2022
08.2022 - BP OFFICE,approved,2022-08-01,2022-08-31,682,125.0,242.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
BANG LUONG MAERSK DC6.2_01 2022,approved,2022-01-01,2022-01-31,744,126.0,15.0,245.0,,manual,13.0,,,,monthly_salary,1,2022
BANG LUONG MAERSK DC6.3_01 2022,approved,2022-01-01,2022-01-31,1970,126.0,13.0,197.0,,manual,13.0,,,,monthly_salary,1,2022
test,pending,2022-10-01,2022-10-31,750,97.0,227.0,222.0,3.0,manual,13.0,,,,monthly_salary,10,2022
Bảng lương kiểm thử VILUBE 8/2022,draft,2022-07-21,2022-08-20,711,126.0,8.0,245.0,6.0,manual,13.0,11.0,1119.0,2022.0,testing_payroll,8,2022
03.2022_ BANG LUONG AT TRANSPORT,approved,2022-02-23,2022-03-22,2220,126.0,24.0,9558.0,,manual,13.0,,,,monthly_salary,3,2022
PG ben cat,draft,2022-10-01,2022-10-31,750,97.0,,222.0,,manual,13.0,11.0,1043.0,,monthly_salary,10,2022
