name,state,date_start,date_end,project_id,department_id,structure_id,hrbp_user_id,approval_type_id,payslip_publish_option,division_department_id,company_department_id,project_policy_id,year_of_tax_finalization,income_type,payslip_month,payslip_year
Bảng lương RHI QUANG NGAI 2 T7/2022,draft,2022-07-01,2022-07-31,2333,126.0,275.0,8455.0,1.0,manual,13.0,11.0,1103.0,,monthly_salary,7,2022
FCV PG ACTIVATION,draft,2022-10-01,2022-10-31,2156,108.0,206.0,229.0,3.0,manual,20.0,19.0,964.0,,monthly_salary,10,2022
Bảng lương tháng 11/2022 - SYNAGIE,draft,2022-11-01,2022-11-30,2273,97.0,,222.0,1.0,manual,13.0,11.0,944.0,,monthly_salary,11,2022
Bảng lương tháng 11/2022 - FCV NA,draft,2022-11-01,2022-11-30,781,103.0,,229.0,3.0,manual,14.0,11.0,970.0,,monthly_salary,11,2022
Bảng lương tháng 11/2022 - BINH MINH,draft,2022-11-01,2022-11-30,777,97.0,,8455.0,3.0,manual,13.0,11.0,1107.0,,monthly_salary,11,2022
amway,approved,2023-03-21,2023-04-20,788,103.0,208.0,275.0,5.0,manual,14.0,11.0,1144.0,2023.0,monthly_salary,4,2023
Bảng lương FIRST SOLAR T7/2022,draft,2022-07-01,2022-07-31,779,97.0,211.0,208.0,3.0,manual,13.0,11.0,1046.0,,monthly_salary,7,2022
Bảng lương Test H2H BAT DONG NAI (02),approved,2023-09-01,2023-09-30,767,97.0,217.0,243.0,7.0,manual,13.0,11.0,1136.0,2023.0,monthly_salary,9,2023
Bảng lương MBS T11/2022,approved,2022-11-01,2022-11-30,1975,125.0,62.0,195.0,1.0,manual,14.0,11.0,1132.0,,monthly_salary,11,2022
MBS test,draft,2022-12-01,2022-12-31,1975,125.0,62.0,195.0,1.0,manual,14.0,11.0,1132.0,,monthly_salary,12,2022
Bảng lương tháng 12/2022 - FCV NA,draft,2022-12-01,2022-12-31,781,103.0,,229.0,3.0,manual,14.0,11.0,970.0,,monthly_salary,12,2022
BANG LUONG VILUBE 01 2022,approved,2021-12-21,2022-01-20,711,126.0,8.0,245.0,,manual,13.0,,,,monthly_salary,1,2022
Foxconn 9.2022,draft,2022-09-01,2022-09-30,774,97.0,222.0,208.0,3.0,manual,13.0,11.0,1113.0,,monthly_salary,9,2022
ddddd,draft,2022-12-01,2022-12-31,1988,,,,,manual,,,,,monthly_salary,12,2022
Bảng lương 7/2022 PG BEN CAT ,draft,2022-07-01,2022-07-31,750,97.0,227.0,222.0,3.0,manual,13.0,11.0,1043.0,,monthly_salary,7,2022
Bảng lương 8/2022 PG BEN CAT ,draft,2022-08-01,2022-08-31,750,97.0,272.0,222.0,3.0,manual,13.0,11.0,1043.0,,monthly_salary,8,2022
Bảng lương kiểm thử MBS 11/2022,approved,2022-12-01,2022-12-31,1975,125.0,62.0,195.0,,manual,14.0,11.0,1132.0,,final_payroll,12,2022
test,draft,2022-12-01,2022-12-31,681,125.0,,195.0,1.0,manual,14.0,11.0,1118.0,,monthly_salary,12,2022
Bảng lương tháng 01/2022 MAERSK DC 4,approved,2022-01-01,2022-01-31,1972,126.0,56.0,9311.0,,manual,13.0,,,,monthly_salary,1,2022
BẢNG LƯƠNG HENKEL THÁNG 01.2022,approved,2022-01-01,2022-01-31,699,126.0,4.0,243.0,,manual,13.0,,,,monthly_salary,1,2022
GREIF. Bang luong thang 04.2022,approved,2022-04-01,2022-04-30,2225,125.0,43.0,243.0,,manual,14.0,,,,monthly_salary,4,2022
BAT DONG NAI 8.2022,approved,2022-08-01,2022-08-31,767,97.0,217.0,243.0,3.0,manual,13.0,11.0,1136.0,2022.0,final_payroll,8,2022
Bảng lương kiểm thử ACV BACNINH 12/2022,draft,2022-12-01,2022-12-31,2155,97.0,213.0,535.0,3.0,manual,13.0,11.0,,,testing_payroll,12,2022
Bảng lương test công thức KUEHNE+NAGEL T2,draft,2023-02-01,2023-02-28,771,97.0,220.0,215.0,,manual,13.0,11.0,,2023.0,testing_payroll,2,2023
tét,draft,2023-03-01,2023-03-31,1872,97.0,,215.0,,manual,13.0,11.0,,2023.0,testing_payroll,3,2023
SAPHARCO - BANG LUONG THANG 05.2022,approved,2022-05-01,2022-05-31,749,126.0,238.0,8455.0,,manual,13.0,,,,monthly_salary,5,2022
Bảng lương kiểm thử MBS 11/2022,approved,2022-12-01,2022-12-31,1975,125.0,62.0,195.0,,manual,14.0,11.0,1132.0,,final_payroll,12,2022
HENKEL - BẢNG LƯƠNG THÁNG 02.2022,approved,2022-02-01,2022-02-28,699,126.0,4.0,243.0,,manual,13.0,,,,monthly_salary,2,2022
04.2022-UNILEVER-PAYROLL,approved,2022-04-01,2022-04-30,2159,125.0,197.0,195.0,,manual,14.0,,,,monthly_salary,4,2022
02.2022 - FCV NA,approved,2022-02-01,2022-02-28,781,103.0,200.0,229.0,,manual,14.0,,,,monthly_salary,2,2022
03.2022_ BANG LUONG MAERSK DC3,approved,2022-02-21,2022-03-20,1971,126.0,55.0,197.0,,manual,13.0,,,,monthly_salary,3,2022
03.2022_ BANG LUONG RHI HAI DUONG,approved,2022-03-01,2022-03-31,755,126.0,193.0,8455.0,,manual,13.0,,,,monthly_salary,3,2022
03.2022_ BANG LUONG RHI HA TINH,approved,2022-03-01,2022-03-31,2149,126.0,192.0,195.0,,manual,13.0,,,,monthly_salary,3,2022
03.2022_ BANG LUONG RHI HUNG YEN,approved,2022-03-01,2022-03-31,1962,126.0,194.0,195.0,,manual,13.0,,,,monthly_salary,3,2022
03.2022_ BANG LUONG THEP NHA BE,approved,2022-03-01,2022-03-31,1976,126.0,196.0,195.0,,manual,13.0,,,,monthly_salary,3,2022
Bảng lương 7/2022 FCV NA  ,draft,2022-07-01,2022-07-31,781,103.0,200.0,229.0,3.0,manual,14.0,11.0,970.0,,monthly_salary,7,2022
Bảng lương FCV CRM T7/2022,draft,2022-07-01,2022-07-31,810,103.0,204.0,229.0,7.0,manual,14.0,11.0,961.0,,monthly_salary,7,2022
Bảng lương kiểm thử DRAKA 12/2022,approved,2023-12-01,2023-12-31,691,125.0,246.0,243.0,7.0,manual,14.0,11.0,1005.0,2023.0,monthly_salary,12,2023
DKSH VN - BANG LUONG THANG 03.2022,approved,2022-02-23,2022-03-22,694,126.0,22.0,243.0,,manual,13.0,,,,monthly_salary,3,2022
GIGAMED - BANG LUONG THANG 02.2022,approved,2022-02-01,2022-02-28,2227,126.0,51.0,243.0,,manual,13.0,,,,monthly_salary,2,2022
MAERSK SOLAR - BANG LUONG THANG 03.2022,approved,2022-02-22,2022-03-21,2248,126.0,19.0,530.0,,manual,13.0,,,,monthly_salary,3,2022
TOPSOLVENT GO DAU - BANG LUONG THANG 03.2022,approved,2022-02-21,2022-03-20,697,126.0,6.0,243.0,,manual,13.0,,,,monthly_salary,3,2022
TOPSOLVENT HAI PHONG - BANG LUONG THANG 03.2022,approved,2022-02-21,2022-03-20,752,126.0,5.0,243.0,,manual,13.0,,,,monthly_salary,3,2022
TUV - BANG LUONG THANG 03.2022,approved,2022-03-01,2022-03-31,692,125.0,7.0,229.0,,manual,14.0,,,,monthly_salary,3,2022
Unilever_Bảng lương 03.2022 (1.3),approved,2022-03-01,2022-03-31,780,97.0,231.0,535.0,,manual,13.0,,,,monthly_salary,3,2022
AMWAY TEST,draft,2022-11-21,2022-12-20,788,103.0,208.0,275.0,7.0,manual,14.0,11.0,1144.0,2023.0,monthly_salary,12,2022
DKSH HECA 01.2023,approved,2023-01-01,2023-01-31,696,126.0,23.0,243.0,,manual,13.0,11.0,,2023.0,final_payroll,1,2023
Bảng tổng hợp PIT 20-22,draft,2023-08-01,2023-08-31,2294,94.0,270.0,,,manual,12.0,11.0,1026.0,2020.0,testing_payroll,8,2023
Brenntag. Bang luong thang 01.2022,approved,2022-01-01,2022-01-31,728,125.0,237.0,229.0,,manual,14.0,,,,monthly_salary,1,2022
AMWAY 8/2022,approved,2022-07-21,2022-08-20,788,103.0,208.0,275.0,,manual,14.0,11.0,,2022.0,final_payroll,8,2022
AMWAY 9/2022,approved,2022-08-21,2022-09-20,788,103.0,208.0,275.0,,manual,14.0,11.0,,2022.0,final_payroll,9,2022
PG BEN CAT_PAYROLL T02.2022,approved,2022-02-01,2022-02-28,750,97.0,227.0,222.0,,manual,13.0,,,2022.0,monthly_salary,2,2022
P&G BẾN CÁT_PAYROLL T05.2022_CT,approved,2022-05-01,2022-05-31,750,97.0,227.0,222.0,,manual,13.0,,,2022.0,monthly_salary,5,2022
BANG LUONG MAERSK BACNINH_01 2022,approved,2021-12-22,2022-01-21,748,126.0,11.0,245.0,,manual,13.0,,,,monthly_salary,1,2022
PG BẾN CÁT_PAYROLL_T06.2022_CT,approved,2022-06-01,2022-06-30,750,97.0,227.0,222.0,,manual,13.0,,,2022.0,monthly_salary,6,2022
P&G BẾN CÁT_PAYROLL T03.2022_TV.PHAT HANH,approved,2022-03-01,2022-03-31,750,97.0,272.0,222.0,,manual,13.0,,,2022.0,monthly_salary,3,2022
02.2022 - FCV NA TL,approved,2022-02-01,2022-02-28,785,103.0,201.0,229.0,,manual,14.0,,,,monthly_salary,2,2022
05.2022_BANG LUONG MAERSK DC1,approved,2022-04-21,2022-05-20,740,126.0,53.0,197.0,,manual,13.0,,,,monthly_salary,5,2022
Payroll_DKSH OFFICER 052022,approved,2022-04-23,2022-05-22,2266,126.0,21.0,9558.0,,manual,13.0,,,,monthly_salary,5,2022
Brenntag. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,728,125.0,237.0,229.0,,manual,14.0,,,,monthly_salary,3,2022
BAT VL - BANG LUONG 06.2022,approved,2022-06-01,2022-06-30,772,97.0,218.0,243.0,,manual,13.0,,,,monthly_salary,6,2022
BAT VL - BANG LUONG 04.2022,approved,2022-04-01,2022-04-30,772,97.0,218.0,243.0,,manual,13.0,,,,monthly_salary,4,2022
PAYROLL T04.2022_PG BEN CAT_TV,approved,2022-04-01,2022-04-30,750,97.0,272.0,222.0,,manual,13.0,,,2022.0,monthly_salary,4,2022
BẢNG LƯƠNG ELANCO 02.2022,approved,2022-02-01,2022-02-28,2171,97.0,221.0,185.0,,manual,13.0,,,,monthly_salary,2,2022
Bảng lương Test H2H DRAKA,approved,2023-03-01,2023-03-31,691,125.0,246.0,243.0,7.0,manual,14.0,11.0,1005.0,2023.0,monthly_salary,3,2023
P&G BẾN CÁT_PAYROLL T05.2022_TV,approved,2022-05-01,2022-05-31,750,97.0,272.0,222.0,,manual,13.0,,,2022.0,monthly_salary,5,2022
05.2022 - AKZO FLEMINGTON,approved,2022-04-26,2022-05-25,753,125.0,32.0,275.0,,manual,14.0,,,,monthly_salary,5,2022
06.2022 - AKZO NOBEL FLEMINGTON,approved,2022-05-26,2022-06-25,753,125.0,32.0,275.0,,manual,14.0,,,,monthly_salary,6,2022
03.2022-UNILEVER-PAYROLL,approved,2022-03-01,2022-03-31,2159,125.0,197.0,195.0,,manual,14.0,,,,monthly_salary,3,2022
BẢNG LƯƠNG ELANCO 06.2022,approved,2022-06-01,2022-06-30,2171,97.0,221.0,185.0,,manual,13.0,,,,monthly_salary,6,2022
MAERSK DC6.4 - BẢNG LƯƠNG THÁNG 02.2022,approved,2022-02-01,2022-02-28,1999,126.0,16.0,8455.0,,manual,13.0,,,,monthly_salary,2,2022
Shell_Payroll 02.2022,approved,2022-01-24,2022-02-23,764,97.0,229.0,535.0,,manual,13.0,,,,monthly_salary,2,2022
Bảng lương FIRST SOLAR 03.2022,approved,2022-03-01,2022-03-31,779,97.0,211.0,208.0,,manual,13.0,,,,monthly_salary,3,2022
03.2022_ BANG LUONG VILUBE,approved,2022-03-01,2022-03-31,711,126.0,8.0,245.0,,manual,13.0,,,,monthly_salary,3,2022
UIP TSX_Bảng lương 02.2022,approved,2022-02-01,2022-02-28,769,97.0,267.0,535.0,,manual,13.0,,,,monthly_salary,2,2022
BAT VL - BANG LUONG THANG 05.2022,approved,2022-05-01,2022-05-31,772,97.0,218.0,243.0,,manual,13.0,,,,monthly_salary,5,2022
BV SUBCONTRACT - BANG LUONG 07.2022,approved,2022-06-21,2022-07-20,688,126.0,60.0,243.0,,manual,13.0,,,,monthly_salary,7,2022
P&G ĐỒNG AN_PAYROLL T03.2022_CT,approved,2022-03-01,2022-03-31,751,97.0,228.0,222.0,,manual,13.0,,,,monthly_salary,3,2022
08.2022 - SCHENKER LOGISTIC NORTH,approved,2022-08-01,2022-08-31,2286,103.0,266.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
BẢNG LƯƠNG DỰ ÁN ELANCO 03.2022,approved,2022-03-01,2022-03-31,2171,97.0,221.0,185.0,,manual,13.0,,,,monthly_salary,3,2022
Bảng lương Tháng 02/2022_MAERSK DC4,approved,2022-02-01,2022-02-28,1972,126.0,56.0,9311.0,,manual,13.0,,,,monthly_salary,2,2022
HANWA - BẢNG LƯƠNG THÁNG 02.2022,approved,2022-02-01,2022-02-28,693,125.0,9.0,229.0,,manual,14.0,,,,monthly_salary,2,2022
PG DONG AN 12/2022,draft,2022-12-01,2022-12-31,751,97.0,228.0,197.0,3.0,manual,13.0,11.0,,2023.0,monthly_salary,12,2022
PG DONG AN 09/2022 CT,draft,2022-09-01,2022-09-30,751,97.0,228.0,197.0,,manual,13.0,11.0,,2023.0,monthly_salary,9,2022
Bảng lương 7/2022 FCV NA,draft,2022-07-01,2022-07-31,781,103.0,200.0,229.0,3.0,manual,14.0,11.0,970.0,,monthly_salary,7,2022
PG BẾN CÁT_PAYROLL T06.2022_TV,approved,2022-06-01,2022-06-30,750,97.0,272.0,222.0,,manual,13.0,,,2022.0,monthly_salary,6,2022
Bảng lương tháng 7/2022 BROTHER,approved,2022-07-01,2022-07-31,732,125.0,3.0,229.0,3.0,manual,14.0,11.0,1064.0,,monthly_salary,7,2022
Bảng lương 7/2022 FCV ARAS,approved,2022-06-25,2022-07-24,814,103.0,203.0,275.0,3.0,manual,14.0,11.0,962.0,,monthly_salary,7,2022
Bảng lương 3/2022 PG BẾN CÁT CT,approved,2022-03-01,2022-03-31,750,97.0,227.0,222.0,7.0,manual,13.0,11.0,,,monthly_salary,3,2022
Shell_Bảng lương 01.2022 (Add),approved,2022-01-24,2022-02-23,764,97.0,229.0,535.0,,manual,13.0,,,,monthly_salary,2,2022
Shell_Bảng lương 03.2022,approved,2022-02-24,2022-03-23,764,97.0,229.0,535.0,,manual,13.0,,,,monthly_salary,3,2022
06.2022 - Payroll MAERSK DC6.4,approved,2022-06-01,2022-06-30,1999,126.0,16.0,8455.0,,manual,13.0,,,,monthly_salary,6,2022
03.2022 - FCV NA TL,approved,2022-03-01,2022-03-31,785,103.0,201.0,229.0,,manual,14.0,,,,monthly_salary,3,2022
BẢNG LƯƠNG MASAN 04.2022,approved,2022-04-01,2022-04-30,766,97.0,226.0,208.0,,manual,13.0,,,,monthly_salary,4,2022
05.2022 - HANWHA LIFE,approved,2022-05-01,2022-05-31,693,125.0,9.0,229.0,,manual,14.0,,,,monthly_salary,5,2022
Shell_Bảng lương 04.2022,approved,2022-03-24,2022-04-23,764,97.0,229.0,535.0,,manual,13.0,,,,monthly_salary,4,2022
06.2022 - AVERY DENNISON,approved,2022-06-01,2022-06-30,712,125.0,244.0,229.0,,manual,14.0,,,,monthly_salary,6,2022
08.2022 - Payroll RHI QUANG NGAI,approved,2022-07-25,2022-08-24,756,126.0,195.0,8455.0,,manual,13.0,,,,monthly_salary,8,2022
Unilever_Bảng lương 04.2022,approved,2022-04-01,2022-04-30,780,97.0,231.0,535.0,,manual,13.0,,,,monthly_salary,4,2022
Payroll_VILUBE 052022,approved,2022-04-26,2022-05-25,711,126.0,8.0,245.0,,manual,13.0,,,,monthly_salary,5,2022
BV SUPPORTER - BANG LUONG 05.2022,approved,2022-04-21,2022-05-20,687,126.0,61.0,243.0,,manual,13.0,,,,monthly_salary,5,2022
BẢNG LƯƠNG MASAN 05.2022,approved,2022-05-01,2022-05-31,766,97.0,226.0,208.0,,manual,13.0,,,,monthly_salary,5,2022
HENKEL - BẢNG LƯƠNG THÁNG 06.2022,approved,2022-06-01,2022-06-30,699,126.0,4.0,243.0,,manual,13.0,,,,monthly_salary,6,2022
06.2022 - AKZO NOBEL POWDER,approved,2022-05-26,2022-06-25,703,125.0,41.0,275.0,,manual,14.0,,,,monthly_salary,6,2022
06.2022 - FCV NA TLS,approved,2022-06-01,2022-06-30,785,103.0,201.0,229.0,,manual,14.0,,,,monthly_salary,6,2022
06.2022 - SCHENKER HCM,approved,2022-06-01,2022-06-30,1831,125.0,251.0,275.0,,manual,14.0,,,,monthly_salary,6,2022
FUJIFILM. Bang luong thang 01.2022,approved,2022-01-01,2022-01-31,1963,125.0,235.0,229.0,,manual,14.0,,,,monthly_salary,1,2022
07.2022 - FCV ARAS,approved,2022-06-25,2022-07-24,814,103.0,203.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
HENKEL - BẢNG LƯƠNG THÁNG 05.2022,approved,2022-05-01,2022-05-31,699,126.0,4.0,243.0,,manual,13.0,,,,monthly_salary,5,2022
Shell_Bảng lương 07.2022,approved,2022-06-24,2022-07-23,764,97.0,229.0,535.0,,manual,13.0,,,,monthly_salary,7,2022
07.2022 - SCHENKER VN,approved,2022-07-01,2022-07-31,1831,125.0,251.0,275.0,,manual,14.0,,,,monthly_salary,7,2022
HENKEL - BẢNG LƯƠNG THÁNG 03.2022,approved,2022-03-01,2022-03-31,699,126.0,4.0,243.0,,manual,13.0,,,,monthly_salary,3,2022
08.2022 - Payroll MAERSK DC6.4,approved,2022-08-01,2022-08-31,1999,126.0,16.0,8455.0,,manual,13.0,,,,monthly_salary,8,2022
BẢNG LƯƠNG MASAN 07.2022,approved,2022-07-01,2022-07-31,766,97.0,226.0,208.0,,manual,13.0,,,,monthly_salary,7,2022
BV SUBCONTRACT - BANG LUONG THANG 08.2022,approved,2022-07-21,2022-08-20,686,126.0,59.0,243.0,,manual,13.0,,,,monthly_salary,8,2022
08.2022 - SCHENKER,approved,2022-08-01,2022-08-31,1831,125.0,251.0,275.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022 - HANWHA LIFE,approved,2022-08-01,2022-08-31,693,125.0,9.0,229.0,,manual,14.0,,,,monthly_salary,8,2022
08.2022-Payroll-Unilever,approved,2022-08-01,2022-08-31,2159,125.0,197.0,195.0,,manual,14.0,,,,monthly_salary,8,2022
Bảng lương FIRST SOLAR 06.2022,approved,2022-06-01,2022-06-30,779,97.0,211.0,208.0,,manual,13.0,,,,monthly_salary,6,2022
BV OUTSOURCING - BANG LUONG THANG 03.2022,approved,2022-02-21,2022-03-20,686,126.0,59.0,243.0,,manual,13.0,,,,monthly_salary,3,2022
Bảng lương FOXCONN 05.2022,approved,2022-05-01,2022-05-30,774,97.0,222.0,208.0,,manual,13.0,,,,monthly_salary,5,2022
Bảng lương BASF 10/2022,draft,2022-10-01,2022-10-31,675,125.0,,195.0,1.0,manual,14.0,11.0,980.0,,monthly_salary,10,2022
HANWHA LIFE. Bang luong thang 04.2022,approved,2022-04-01,2022-04-30,693,125.0,9.0,229.0,,manual,14.0,,,,monthly_salary,4,2022
Bảng lương 3/2022 PG BẾN CÁT TV,draft,2022-03-01,2022-03-31,750,97.0,272.0,222.0,3.0,manual,13.0,11.0,,,monthly_salary,3,2022
03.2022_ BANG LUONG ZUELLIG,approved,2022-03-01,2022-03-31,672,126.0,240.0,238.0,,manual,13.0,,,,monthly_salary,3,2022
Masan 01.2022,approved,2022-01-01,2022-01-31,766,97.0,226.0,208.0,,manual,13.0,,,,monthly_salary,1,2022
BẢNG LƯƠNG MASAN 06.2022,approved,2022-06-01,2022-06-30,766,97.0,226.0,208.0,,manual,13.0,,,,monthly_salary,6,2022
Bình Minh 01.2022,approved,2022-01-01,2022-01-31,777,97.0,219.0,8455.0,,manual,13.0,,,,monthly_salary,1,2022
P&G ĐỒNG AN_PAYROLL T03.2022_TV,approved,2022-03-01,2022-03-31,751,97.0,273.0,222.0,,manual,13.0,,,,monthly_salary,3,2022
BANG LUONG MAERSK DC1.1_02 2022,approved,2022-01-21,2022-02-20,2280,126.0,265.0,9311.0,,manual,13.0,,,,monthly_salary,2,2022
Payroll tháng 5/2022 - Maersk DC6.4,approved,2022-05-01,2022-05-31,1999,126.0,16.0,8455.0,,manual,13.0,,,,monthly_salary,5,2022
06.2022 - HANWHA LIFE,approved,2022-06-01,2022-06-30,693,125.0,9.0,229.0,,manual,14.0,,,,monthly_salary,6,2022
Masan 02.2022,approved,2022-02-01,2022-02-28,766,97.0,226.0,208.0,,manual,13.0,,,,monthly_salary,2,2022
06.2022 - KING JIM,approved,2022-05-26,2022-06-25,722,103.0,258.0,275.0,,manual,14.0,,,,monthly_salary,6,2022
THĂNG LONG_PAYROLL T06.2022,approved,2022-06-01,2022-06-30,773,97.0,230.0,222.0,,manual,13.0,,,,monthly_salary,6,2022
Basf lương 6/2022 (Kthu),pending,2022-06-01,2022-06-30,675,125.0,58.0,195.0,6.0,manual,14.0,11.0,980.0,,testing_payroll,6,2022
ACFC 10.2022,pending,2023-03-01,2023-03-31,770,97.0,216.0,208.0,7.0,manual,13.0,11.0,,2023.0,monthly_salary,3,2023
Test,draft,2023-02-21,2023-03-20,711,126.0,8.0,245.0,,manual,13.0,11.0,1119.0,2023.0,monthly_salary,3,2023
Bảng lương kiểm thử MAERSK CFS 03.2023,draft,2023-03-01,2023-03-31,739,126.0,52.0,197.0,6.0,manual,13.0,11.0,,2023.0,monthly_salary,3,2023
03.2022 - YAMAHA,approved,2022-03-01,2022-03-31,2202,108.0,264.0,229.0,,manual,20.0,,,,monthly_salary,3,2022
mae test,approved,2023-01-01,2023-01-31,739,126.0,52.0,197.0,,manual,13.0,11.0,,2023.0,final_payroll,1,2023
Bảng lương kiểm thử MAERSK CFS 11/2022,approved,2022-12-01,2022-12-31,739,126.0,52.0,197.0,,manual,13.0,11.0,,2022.0,final_payroll,12,2022
mae test,approved,2023-01-01,2023-01-31,739,126.0,52.0,197.0,,manual,13.0,11.0,,2023.0,final_payroll,1,2023
PG BEN CAT_12/2022,draft,2022-12-01,2022-12-31,750,97.0,227.0,222.0,7.0,manual,13.0,11.0,1043.0,2022.0,monthly_salary,12,2022
BASF. bang luong thang 04.2022,approved,2022-04-01,2022-04-30,675,125.0,58.0,195.0,,manual,14.0,,,2022.0,monthly_salary,4,2022
Basf lương 6/2022 (Kthu),approved,2022-06-01,2022-06-30,675,125.0,58.0,195.0,1.0,manual,14.0,11.0,980.0,,monthly_salary,6,2022
Bảng lương BASF tháng 11/2022,pending,2022-11-01,2022-11-30,675,125.0,58.0,195.0,1.0,manual,14.0,11.0,980.0,,testing_payroll,11,2022
Basf lương 7/2022 (Kthu),approved,2022-07-01,2022-07-31,675,125.0,58.0,195.0,6.0,manual,14.0,11.0,1141.0,,testing_payroll,7,2022
Basf lương 7/2022 (Kthu),approved,2022-07-01,2022-07-31,675,125.0,58.0,195.0,6.0,manual,14.0,11.0,1141.0,,testing_payroll,7,2022
MAERSK CFS 02.2023,pending,2023-02-01,2023-02-28,739,126.0,52.0,197.0,7.0,manual,13.0,11.0,,2023.0,monthly_salary,2,2023
Bảng lương SAPHARCO 04/2023,approved,2023-10-01,2023-10-31,749,126.0,238.0,8455.0,7.0,un_pub,13.0,11.0,1131.0,2023.0,monthly_salary,10,2023
Heineken HCM_Bảng lương 01.2022 ,approved,2022-01-01,2022-01-31,1872,97.0,212.0,222.0,,manual,13.0,,,2022.0,monthly_salary,1,2022
Heineken HCM_Bảng lương 03.2022,approved,2022-03-01,2022-03-31,1872,97.0,212.0,222.0,,manual,13.0,,,2022.0,monthly_salary,3,2022
Test CFS,approved,2023-06-01,2023-06-30,739,126.0,52.0,197.0,7.0,manual,13.0,11.0,,2023.0,monthly_salary,6,2023
Bảng lương tháng 03,approved,2022-03-01,2022-03-31,2262,97.0,223.0,9141.0,,manual,13.0,,,,monthly_salary,3,2022
Bảng lương tháng 03/2022_GSK VSIP,approved,2022-03-01,2022-03-31,2245,97.0,224.0,9141.0,,manual,13.0,,,,monthly_salary,3,2022
03.2022_BANG LUONG RHI QUANG NGAI,approved,2022-02-26,2022-03-25,756,126.0,195.0,8455.0,,manual,13.0,,,,monthly_salary,3,2022
03.2022_BANG LUONG DKSH OFFICER,approved,2022-02-23,2022-03-22,2266,126.0,21.0,9558.0,,manual,13.0,,,,monthly_salary,3,2022
HEINEKEN_PAYROLL T06.2022,approved,2022-06-01,2022-06-30,1872,97.0,212.0,222.0,,manual,13.0,,,2022.0,monthly_salary,6,2022
COLGATE HCM. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,713,125.0,10.0,195.0,,manual,14.0,,,,monthly_salary,3,2022
Colgate MP 9/2022,approved,2022-08-23,2022-09-22,771,97.0,220.0,215.0,,manual,13.0,11.0,,2022.0,final_payroll,9,2022
PG DONG AN 08/2022,draft,2022-08-01,2022-08-31,751,97.0,273.0,197.0,7.0,manual,13.0,11.0,1142.0,2023.0,monthly_salary,8,2022
MBS. Bang luong thang 04.2022,approved,2022-04-01,2022-04-30,1975,125.0,62.0,195.0,,manual,14.0,,,,monthly_salary,4,2022
COLGATE HCM. Bang luong thang 04.2022,approved,2022-04-01,2022-04-30,713,125.0,10.0,195.0,,manual,14.0,,,,monthly_salary,4,2022
03.2022_ BANG LUONG HAI LONG,approved,2022-02-23,2022-03-22,2235,126.0,25.0,9558.0,,manual,13.0,,,,monthly_salary,3,2022
AKZO FLEMINGTON. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,753,125.0,32.0,275.0,,manual,14.0,,,,monthly_salary,3,2022
03.2022_ BANG LUONG DKSH VSIP,approved,2022-02-23,2022-03-22,695,126.0,20.0,9558.0,,manual,13.0,,,,monthly_salary,3,2022
03.2022_BANG LUONG MAERSK SDS,approved,2022-02-26,2022-03-25,2198,126.0,12.0,530.0,,manual,13.0,,,,monthly_salary,3,2022
Thăng Long 01.2022,approved,2022-01-01,2022-01-31,773,97.0,230.0,222.0,,manual,13.0,,,,monthly_salary,1,2022
03.2022_BANG LUONG MAERSK DC6.4,approved,2022-03-01,2022-03-31,1999,126.0,16.0,8455.0,,manual,13.0,,,,monthly_salary,3,2022
AKZO COATINGS. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,725,125.0,30.0,275.0,,manual,14.0,,,,monthly_salary,3,2022
03.2022_BANG LUONG AKZO NOBEL DRIVER,approved,2022-03-01,2022-03-31,2134,125.0,28.0,275.0,,manual,14.0,,,,monthly_salary,3,2022
AKZO NOBEL NORTH. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,735,125.0,38.0,275.0,,manual,14.0,,,,monthly_salary,3,2022
AKZO NOBEL CS. Bang luong thang 03.2022,approved,2022-03-01,2022-03-31,701,125.0,34.0,275.0,,manual,14.0,,,,monthly_salary,3,2022
FujiFilm. Bang luong thang 04.2022,approved,2022-04-01,2022-04-30,1963,125.0,235.0,229.0,,manual,14.0,,,,monthly_salary,4,2022
PPG VN.Bang luong thang 04.2022,approved,2022-04-01,2022-04-30,731,125.0,46.0,195.0,,manual,14.0,,,,monthly_salary,4,2022
04.2022_BANG LUONG MAERSK DC1,approved,2022-03-21,2022-04-20,740,126.0,53.0,197.0,,manual,13.0,,,,monthly_salary,4,2022
Schenker Logistics North. Bang luong thang 04.2022,approved,2022-04-01,2022-04-30,2286,103.0,266.0,275.0,,manual,14.0,,,,monthly_salary,4,2022
ITOCHU POWER. Bang luong thang 05.2022,approved,2022-05-01,2022-05-31,734,125.0,48.0,195.0,,manual,14.0,,,,monthly_salary,5,2022
Payroll_DKSH VSIP 052022,approved,2022-04-23,2022-05-22,695,126.0,20.0,9558.0,,manual,13.0,,,,monthly_salary,5,2022
